gbifID,kingdom,phylum,class,order,family,genus,species,taxonRank,scientificName,locality,stateProvince,occurrenceStatus,individualCount,decimalLatitude,decimalLongitude,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147475138,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147429685,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147403985,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147385141,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147374141,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147304686,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147296689,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147295351,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147289983,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147286353,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147259136,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147254144,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147171002,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147143909,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147137141,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147133140,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147057687,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147052531,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147049982,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147018143,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3 mi NW McKenzie on U.S. Rte. 31,Alabama,PRESENT,,31.5852,-86.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147187687,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",3.5 mi NW McKenzie on Hwy. 31,Alabama,PRESENT,,31.5962,-86.7165,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269070498,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",2.6 miles NW Tunnel Springs,Alabama,PRESENT,,31.65804,-87.260125,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935549761,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.658765,-87.545966,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516792463,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.66593,-87.289442,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269095991,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",Burrow 545 at Falkenberry Hill construction site,Alabama,PRESENT,,31.666243,-87.220011,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269069762,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",2.5 miles NNE Tunnel Springs,Alabama,PRESENT,,31.669389,-87.22124,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137854137,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.673832,-87.497045,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269071248,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961","2.5 air miles NNE Tunnel Springs, along St Hwy 21",Alabama,PRESENT,,31.674967,-87.220427,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269070722,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961","2.5 air miles NNE Tunnel Springs, along St Hwy 21",Alabama,PRESENT,,31.674967,-87.220427,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269069893,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961","2.5 miles NNE Tunnel Springs, along Hwy 21",Alabama,PRESENT,,31.674967,-87.220427,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269069079,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961","2.5 Air Miles NNE Tunnel spgs, along ST. HWY. 21.",Alabama,PRESENT,,31.674967,-87.220427,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936171461,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.67579,-87.436438,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935579890,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.681161,-87.438855,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935775537,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.682319,-87.585687,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935841846,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.714029,-87.423691,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407921060,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.716752,-87.419775,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269093899,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",Haines Island Park - study site 3,Alabama,PRESENT,,31.720145,-87.474587,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269095010,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",Haines Island Park - study site 1,Alabama,PRESENT,,31.722075,-87.46618,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269094550,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961","Hains Island Park,",Alabama,PRESENT,,31.722075,-87.46618,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269094323,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",Haines Island Park - study site 1,Alabama,PRESENT,,31.722075,-87.46618,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269093918,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",Haines Island Park; Burrow 286,Alabama,PRESENT,,31.722075,-87.46618,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269090246,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",Haines Island Park - study site 1,Alabama,PRESENT,,31.722075,-87.46618,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269095301,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",Haines Island Park,Alabama,PRESENT,,31.725365,-87.469129,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408180106,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.732963,-87.522782,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159573761,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.742481,-87.575875,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773584787,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.750719,-87.406208,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840220613,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.755122,-87.251916,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444998356,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.764679,-87.459599,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054792155,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.768996,-87.543611,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269070588,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961","3.8 miles North Franklin, Hwy 41",Alabama,PRESENT,,31.769351,-87.418913,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860505405,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.774383,-87.240994,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179487474,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.775756,-87.510496,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935892618,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.78572,-87.460001,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935384363,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.790353,-87.459155,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938326566,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.790877,-87.460979,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839875981,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.796696,-87.238231,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269097346,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",10.0 km SSE Camden,Alabama,PRESENT,,31.855865,-87.202101,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230366569,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.956571,-87.341134,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599799263,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.981767,-87.225855,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828302643,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Phaeognathus,Phaeognathus hubrichti,SPECIES,"Phaeognathus hubrichti Highton, 1961",,Alabama,PRESENT,,31.994201,-87.309976,,,,,,,,,,,,,,,,,,,,,,,,,,,
